feature,category,dtype,missing_rate,unique_values
OddsMovement_Draw,market,float64,0.3278453829634932,55
Bet365_Value_Home,market,float64,0.024337866857551897,1026
Bet365_Value_Away,market,float64,0.024337866857551897,1047
Bet365_Value_Draw,market,float64,0.024337866857551897,933
Bet365_HomeVsDraw_Ratio,market,float64,0.024337866857551897,553
Bet365_AwayVsDraw_Ratio,market,float64,0.024337866857551897,520
Bet365_HomeVsAway_Ratio,market,float64,0.024337866857551897,646
Bet365_OverUnder_Margin,market,float64,0.024337866857551897,51
Bet365_ExpectedTotalGoals,market,float64,0.024337866857551897,31
Bet365_AH_Margin,market,float64,0.03937007874015748,31
HomexG_Avg_L5,no_odds,float64,0.0,520
HomeShootingEff_Avg_L5,no_odds,float64,0.0,1255
HomeMomentum_L3,no_odds,float64,0.0,15
HomeGoalDiff_Avg_L5,no_odds,float64,0.0,58
AwayxG_Avg_L5,no_odds,float64,0.0,470
AwayShootingEff_Avg_L5,no_odds,float64,0.0,1172
AwayMomentum_L3,no_odds,float64,0.0,13
AwayGoalDiff_Avg_L5,no_odds,float64,0.0,53
Home_Poisson_0_Goals_Avg_L5,no_odds,float64,0.0,1349
Home_Poisson_1_Goal_Avg_L5,no_odds,float64,0.0,1349
Home_Poisson_2_3_Goals_Avg_L5,no_odds,float64,0.0,1352
Home_Poisson_4Plus_Goals_Avg_L5,no_odds,float64,0.0,1350
Home_Poisson_xPTS_Avg_L5,no_odds,float64,0.0,1360
Away_Poisson_0_Goals_Avg_L5,no_odds,float64,0.0,1334
Away_Poisson_1_Goal_Avg_L5,no_odds,float64,0.0,1336
Away_Poisson_2_3_Goals_Avg_L5,no_odds,float64,0.0,1338
Away_Poisson_4Plus_Goals_Avg_L5,no_odds,float64,0.0,1334
Away_Poisson_xPTS_Avg_L5,no_odds,float64,0.0,1363
HomePointsPerGame,no_odds,float64,0.0,221
AwayPointsPerGame,no_odds,float64,0.0,208
PointsPerGameDiff,no_odds,float64,0.0,714
HomePointsZScore,excluded,float64,0.0,177
AwayPointsZScore,excluded,float64,0.0,155
PointsZScoreDiff,excluded,float64,0.0,938
HomeGoalDiffSeason,no_odds,float64,0.0,64
AwayGoalDiffSeason,no_odds,float64,0.0,62
HomeCleanSheetPct_L10,no_odds,float64,0.0,29
AwayCleanSheetPct_L10,no_odds,float64,0.0,23
HomeFailedToScorePct_L10,no_odds,float64,0.0,27
AwayFailedToScorePct_L10,no_odds,float64,0.0,27
HomeDefVsAwayAttack,no_odds,float64,0.0,135
AwayDefVsHomeAttack,no_odds,float64,0.0,116
HomeTeamPointsLast5_HomeOnly,no_odds,float64,0.0,15
AwayTeamPointsLast5_AwayOnly,no_odds,float64,0.0,15
VenueAdjustedFormDiff,no_odds,float64,0.0,30
HomeWinStreakHome_L5,no_odds,float64,0.0,7
AwayWinStreakAway_L5,no_odds,float64,0.0,6
